type,list,answer
musical instruments,"['bengali', 'truck', 'guava', 'trumpet', 'grater']",1
animals,"['trombone', 'paring knife', 'zester', 'bicycle', 'kangaroo']",1
vehicles,"['bulldozer', 'kiwi', 'mango', 'bus', 'spaceship', 'orange']",3
utensils,"['subway', 'spatula', 'jeep', 'tambourine']",1
utensils,"['bassoon', 'walrus', 'scooter', 'lychee']",0
languages,"['swahili', 'tongs', 'subway', 'whisk', 'bagpipe', 'czech']",2
fruits,"['apricot', 'pomegranate', 'ferry', 'scooter', 'chameleon']",2
musical instruments,"['gondola', 'marimba', 'gorilla', 'van']",1
languages,"['otter', 'grape', 'bicycle', 'rice paddle', 'arabic']",1
musical instruments,"['panther', 'jeep', 'bagpipe', 'korean']",1
fruits,"['pear', 'arabic', 'papaya', 'bassoon', 'fig', 'bagpipe', 'lychee']",4
fruits,"['sitar', 'spaceship', 'bulldozer', 'mandolin']",0
musical instruments,"['persian', 'clarinet', 'mandoline', 'oboe', 'accordion']",3
animals,"['otter', 'chameleon', 'panther', 'mandoline']",3
fruits,"['date', 'banana', 'persian', 'whisk', 'papaya', 'plum', 'trolley', 'swahili']",4
animals,"['bagpipe', 'hindi', 'mandoline', 'didgeridoo']",0
animals,"['scooter', 'hyena', 'ambulance', 'zester', 'sedan', 'lion']",2
languages,"['pomegranate', 'greek', 'hyena', 'hindi', 'turkish', 'arabic']",4
languages,"['greek', 'grater', 'lute', 'ferry', 'jeep']",1
animals,"['skimmer', 'bagpipe', 'date', 'ladle']",0
languages,"['bus', 'oboe', 'banana', 'mandoline']",0
animals,"['subway', 'paring knife', 'penguin', 'sloth', 'bicycle', 'alpaca', 'giraffe']",4
musical instruments,"['chameleon', 'badger', 'motorcycle', 'lute', 'alpaca', 'tambourine']",2
vehicles,"['lute', 'greek', 'scooter', 'subway', 'motorcycle']",3
utensils,"['accordion', 'mandoline', 'slotted spoon', 'whisk', 'spatula']",4
languages,"['measuring cup', 'plum', 'maori', 'persian']",2
languages,"['bus', 'vietnamese', 'punjabi', 'koala', 'ambulance']",2
vehicles,"['lute', 'punjabi', 'spaceship', 'truck', 'colander', 'paring knife']",2
animals,"['trolley', 'orange', 'walrus', 'giraffe', 'chameleon']",3
vehicles,"['rambutan', 'swahili', 'lute', 'trolley']",1
utensils,"['rolling pin', 'elephant', 'panther', 'harp', 'punjabi']",1
languages,"['punjabi', 'korean', 'czech', 'yoruba']",4
languages,"['rolling pin', 'spatula', 'clarinet', 'spaceship']",0
fruits,"['pomegranate', 'persimmon', 'fig', 'guava', 'zester']",4
animals,"['norwegian', 'measuring cup', 'tongs', 'badger']",1
animals,"['otter', 'zester', 'hyena', 'persian', 'koala', 'melon', 'lion']",4
fruits,"['whisk', 'convertible', 'cleaver', 'plum']",1
utensils,"['measuring cup', 'kiwi', 'harp', 'paring knife', 'meat tenderizer', 'tram']",3
utensils,"['lychee', 'peeler', 'ladle', 'orange', 'grater', 'masher']",4
utensils,"['hebrew', 'baster', 'bassoon', 'fig', 'tram']",1
fruits,"['trolley', 'walrus', 'oboe', 'rice paddle']",0
languages,"['slotted spoon', 'hindi', 'buffalo', 'grater']",1
languages,"['maori', 'yoruba', 'norwegian', 'punjabi']",4
musical instruments,"['strainer', 'spaceship', 'lute', 'chameleon']",1
fruits,"['mandarin', 'kiwi', 'banana', 'cello']",2
animals,"['kangaroo', 'swahili', 'buffalo', 'elephant', 'otter', 'guava']",4
animals,"['strainer', 'piccolo', 'rice paddle', 'sitar']",0
utensils,"['didgeridoo', 'mandolin', 'minivan', 'kiwi']",0
vehicles,"['spaceship', 'trumpet', 'van', 'motorcycle', 'slotted spoon']",3
animals,"['thai', 'raccoon', 'arabic', 'tagalog', 'chameleon']",2
animals,"['raccoon', 'mandarin', 'kangaroo', 'convertible']",2
languages,"['bicycle', 'sloth', 'trolley', 'mandarin', 'tuba']",1
vehicles,"['peach', 'convertible', 'peeler', 'otter', 'truck', 'tram', 'minivan']",4
utensils,"['didgeridoo', 'date', 'cleaver', 'gorilla']",1
animals,"['motorcycle', 'guava', 'penguin', 'tuba', 'arabic', 'walrus']",2
musical instruments,"['guava', 'trumpet', 'didgeridoo', 'marimba']",3
utensils,"['clarinet', 'zester', 'jeep', 'panther', 'rice paddle', 'slotted spoon']",3
animals,"['measuring cup', 'clarinet', 'gorilla', 'accordion', 'tagalog', 'badger']",2
languages,"['subway', 'sedan', 'minivan', 'finnish', 'accordion']",1
languages,"['chameleon', 'banana', 'jaguar', 'tuba', 'finnish']",1
languages,"['tagalog', 'trolley', 'spaceship', 'turkish', 'sedan', 'mandarin']",3
fruits,"['persian', 'fig', 'rolling pin', 'koala']",1
musical instruments,"['turkish', 'ambulance', 'tagalog', 'gorilla']",0
musical instruments,"['otter', 'yoruba', 'sitar', 'banjo']",2
fruits,"['hungarian', 'guava', 'motorcycle', 'accordion', 'banana']",2
musical instruments,"['korean', 'leopard', 'trumpet', 'tram', 'cello', 'didgeridoo', 'alpaca', 'bagpipe']",4
animals,"['dolphin', 'oboe', 'hyena', 'raccoon', 'paring knife', 'alpaca', 'measuring cup']",4
musical instruments,"['rice paddle', 'mango', 'giraffe', 'whisk']",0
languages,"['punjabi', 'skimmer', 'tongs', 'bassoon']",1
languages,"['korean', 'hindi', 'arabic', 'thai', 'piccolo', 'orange']",4
animals,"['jaguar', 'truck', 'koala', 'bassoon', 'arabic', 'orange']",2
musical instruments,"['lute', 'spaceship', 'sitar', 'xylophone', 'trombone', 'apricot', 'vietnamese']",4
languages,"['arabic', 'mandolin', 'rambutan', 'harp', 'van']",1
utensils,"['rolling pin', 'buffalo', 'fig', 'alpaca', 'ambulance']",1
fruits,"['scooter', 'didgeridoo', 'lute', 'tambourine', 'papaya']",1
languages,"['vietnamese', 'giraffe', 'tuba', 'bassoon', 'date', 'maori', 'greek']",3
animals,"['koala', 'date', 'sloth', 'finnish']",2
animals,"['motorcycle', 'persimmon', 'tongs', 'bagpipe']",0
musical instruments,"['cleaver', 'baster', 'trumpet', 'elephant']",1
animals,"['koala', 'fig', 'sloth', 'elephant', 'peach']",3
animals,"['lion', 'walrus', 'sloth', 'leopard']",4
musical instruments,"['measuring cup', 'lychee', 'walrus', 'date']",0
languages,"['hebrew', 'korean', 'marimba', 'mandarin']",3
animals,"['leopard', 'masher', 'badger', 'gorilla', 'otter', 'didgeridoo']",4
musical instruments,"['tagalog', 'chameleon', 'skimmer', 'zester']",0
musical instruments,"['punjabi', 'penguin', 'cleaver', 'zester']",0
musical instruments,"['ambulance', 'badger', 'bagpipe', 'marimba']",2
languages,"['bulldozer', 'melon', 'baster', 'penguin']",0
musical instruments,"['sloth', 'apple', 'penguin', 'mango', 'mandolin']",1
languages,"['norwegian', 'maori', 'date', 'hindi', 'vietnamese']",4
animals,"['leopard', 'lion', 'alpaca', 'meat tenderizer']",3
vehicles,"['truck', 'spaceship', 'subway', 'bicycle']",4
musical instruments,"['tuba', 'persian', 'bagpipe', 'tambourine', 'kiwi']",3
animals,"['tambourine', 'melon', 'date', 'otter', 'badger', 'marimba']",2
utensils,"['apple', 'jeep', 'raccoon', 'tuba']",0
vehicles,"['melon', 'banjo', 'buffalo', 'subway', 'lute']",1
utensils,"['grater', 'tuba', 'slotted spoon', 'bulldozer', 'peeler']",3
animals,"['raccoon', 'hindi', 'elephant', 'scooter', 'walrus', 'cello']",3
fruits,"['papaya', 'scooter', 'bagpipe', 'persimmon', 'date', 'walrus']",3
utensils,"['fig', 'spatula', 'tram', 'measuring cup', 'banjo']",2
utensils,"['maori', 'tongs', 'baster', 'finnish', 'alpaca', 'strainer', 'meat tenderizer']",4
vehicles,"['bulldozer', 'whisk', 'grater', 'convertible', 'sedan', 'ambulance', 'leopard']",4
languages,"['bicycle', 'tongs', 'bulldozer', 'finnish', 'minivan', 'korean', 'hungarian']",3
languages,"['norwegian', 'raccoon', 'leopard', 'slotted spoon']",1
vehicles,"['motorcycle', 'trolley', 'lychee', 'ferry', 'oboe', 'rice paddle', 'truck']",4
animals,"['buffalo', 'chameleon', 'leopard', 'dolphin']",4
vehicles,"['bicycle', 'measuring cup', 'turkish', 'convertible', 'spaceship', 'whisk', 'dolphin']",3
vehicles,"['date', 'melon', 'masher', 'rice paddle']",0
musical instruments,"['tuba', 'clarinet', 'bagpipe', 'swahili', 'lute']",4
musical instruments,"['cello', 'clarinet', 'ambulance', 'tuba']",3
fruits,"['harp', 'grape', 'greek', 'persian', 'mango']",2
vehicles,"['jeep', 'masher', 'tongs', 'ferry', 'skimmer']",2
vehicles,"['persian', 'tambourine', 'orange', 'greek']",0
musical instruments,"['papaya', 'oboe', 'swahili', 'mandarin', 'didgeridoo', 'tuba', 'ambulance']",3
fruits,"['maori', 'bagpipe', 'trombone', 'leopard']",0
fruits,"['guava', 'cherry', 'rambutan', 'kiwi', 'panther', 'koala']",4
utensils,"['skimmer', 'meat tenderizer', 'ladle', 'minivan', 'maori', 'masher']",4
fruits,"['apricot', 'pear', 'tram', 'plum', 'turkish']",3
vehicles,"['bagpipe', 'scooter', 'jeep', 'bulldozer']",3
utensils,"['baster', 'zester', 'rice paddle', 'persimmon', 'alpaca', 'whisk', 'tram', 'marimba']",4
utensils,"['maori', 'persian', 'peeler', 'subway']",1
vehicles,"['bus', 'van', 'ferry', 'minivan']",4
vehicles,"['tambourine', 'slotted spoon', 'melon', 'turkish']",0
vehicles,"['trombone', 'rolling pin', 'jaguar', 'thai']",0
vehicles,"['baster', 'tagalog', 'badger', 'hungarian']",0
animals,"['ladle', 'pomegranate', 'trolley', 'thai']",0
fruits,"['korean', 'peach', 'masher', 'pear', 'apricot']",3
utensils,"['tongs', 'bulldozer', 'whisk', 'hindi']",2
utensils,"['zester', 'mandarin', 'fig', 'alpaca', 'bicycle']",1
musical instruments,"['whisk', 'arabic', 'truck', 'marimba', 'trumpet']",2
musical instruments,"['trolley', 'lute', 'bassoon', 'sloth']",2
languages,"['zester', 'giraffe', 'banjo', 'tram']",0
animals,"['tongs', 'banana', 'jeep', 'punjabi']",0
utensils,"['measuring cup', 'zester', 'korean', 'harp', 'peach', 'rice paddle', 'tongs', 'mandarin']",4
utensils,"['greek', 'ferry', 'norwegian', 'czech']",0
vehicles,"['bulldozer', 'mandoline', 'convertible', 'cleaver']",2
utensils,"['measuring cup', 'apple', 'gorilla', 'trumpet', 'oboe']",1
languages,"['oboe', 'otter', 'banana', 'lychee']",0
musical instruments,"['xylophone', 'violin', 'bagpipe', 'oboe']",4
vehicles,"['violin', 'arabic', 'whisk', 'guava']",0
languages,"['hindi', 'punjabi', 'panther', 'cleaver', 'tagalog', 'hungarian']",4
animals,"['zester', 'lion', 'raccoon', 'rice paddle', 'dolphin', 'hyena', 'convertible']",4
languages,"['turkish', 'pomegranate', 'tram', 'czech', 'punjabi']",3
animals,"['van', 'raccoon', 'badger', 'otter', 'hebrew']",3
fruits,"['mango', 'apricot', 'apple', 'melon']",4
animals,"['trumpet', 'hyena', 'buffalo', 'otter', 'panther']",4
utensils,"['hyena', 'otter', 'mandolin', 'mandarin']",0
animals,"['minivan', 'tram', 'bus', 'banjo']",0
vehicles,"['finnish', 'guava', 'rolling pin', 'swahili']",0
animals,"['apricot', 'tambourine', 'hyena', 'orange', 'lion', 'plum', 'giraffe']",3
musical instruments,"['tongs', 'harp', 'mandoline', 'didgeridoo']",2
musical instruments,"['cello', 'cleaver', 'guava', 'didgeridoo', 'bagpipe', 'violin']",4
fruits,"['lychee', 'persimmon', 'alpaca', 'tagalog']",2
utensils,"['finnish', 'apricot', 'mango', 'grape']",0
languages,"['spatula', 'trolley', 'norwegian', 'turkish']",2
fruits,"['colander', 'gorilla', 'kiwi', 'mandoline', 'masher', 'orange']",2
vehicles,"['greek', 'sitar', 'lychee', 'norwegian']",0
animals,"['peeler', 'fig', 'tuba', 'banjo']",0
animals,"['vietnamese', 'peeler', 'hungarian', 'mango', 'buffalo', 'chameleon']",2
fruits,"['didgeridoo', 'van', 'apricot', 'gondola', 'bulldozer']",1
utensils,"['persimmon', 'bus', 'apricot', 'yoruba']",0
languages,"['rolling pin', 'thai', 'sloth', 'mandolin', 'motorcycle']",1
vehicles,"['spaceship', 'ferry', 'motorcycle', 'trolley']",4
fruits,"['apricot', 'peeler', 'violin', 'peach', 'koala', 'minivan']",2
languages,"['vietnamese', 'giraffe', 'czech', 'peach', 'panther']",2
languages,"['grater', 'vietnamese', 'mango', 'lute', 'thai', 'scooter']",2
vehicles,"['hyena', 'kangaroo', 'otter', 'mandolin']",0
musical instruments,"['marimba', 'bassoon', 'alpaca', 'sloth', 'grater', 'sitar', 'leopard']",3
animals,"['minivan', 'measuring cup', 'sloth', 'ambulance']",1
musical instruments,"['measuring cup', 'tambourine', 'skimmer', 'jeep']",1
fruits,"['convertible', 'giraffe', 'korean', 'didgeridoo']",0
musical instruments,"['cello', 'spatula', 'elephant', 'ferry']",1
vehicles,"['pomegranate', 'kiwi', 'baster', 'gondola', 'ambulance']",2
musical instruments,"['oboe', 'sitar', 'pomegranate', 'tambourine', 'bicycle', 'piccolo']",4
musical instruments,"['harp', 'piccolo', 'accordion', 'melon', 'didgeridoo', 'alpaca', 'tagalog']",4
vehicles,"['subway', 'clarinet', 'date', 'hyena', 'convertible', 'jeep', 'bulldozer']",4
musical instruments,"['rice paddle', 'buffalo', 'chameleon', 'piccolo']",1
languages,"['czech', 'alpaca', 'punjabi', 'mandolin', 'korean', 'greek', 'jeep']",4
fruits,"['truck', 'mandarin', 'tongs', 'otter']",0
fruits,"['measuring cup', 'pear', 'peach', 'orange', 'cherry']",4
languages,"['masher', 'grater', 'tagalog', 'peeler', 'strainer']",1
animals,"['vietnamese', 'tambourine', 'punjabi', 'baster']",0
languages,"['swahili', 'punjabi', 'maori', 'mandarin']",4
animals,"['date', 'guava', 'raccoon', 'didgeridoo', 'korean']",1
musical instruments,"['tongs', 'banjo', 'yoruba', 'meat tenderizer', 'harp']",2
animals,"['ferry', 'koala', 'gorilla', 'clarinet', 'panther']",3
utensils,"['hyena', 'didgeridoo', 'trolley', 'lute']",0
languages,"['korean', 'pear', 'bengali', 'peeler', 'czech']",3
utensils,"['tagalog', 'lychee', 'ferry', 'gorilla']",0
utensils,"['guava', 'giraffe', 'subway', 'arabic']",0
animals,"['tagalog', 'panther', 'trolley', 'oboe', 'gorilla', 'clarinet']",2
animals,"['alpaca', 'penguin', 'elephant', 'violin']",3
utensils,"['strainer', 'gorilla', 'baster', 'measuring cup']",3
vehicles,"['fig', 'cherry', 'accordion', 'violin']",0
fruits,"['apple', 'rice paddle', 'dolphin', 'minivan', 'bengali']",1
fruits,"['rambutan', 'whisk', 'apricot', 'pomegranate', 'piccolo']",3
utensils,"['masher', 'slotted spoon', 'rolling pin', 'paring knife']",4
languages,"['bicycle', 'mandarin', 'turkish', 'bengali', 'marimba', 'hebrew']",4
musical instruments,"['panther', 'cello', 'trombone', 'accordion', 'tambourine', 'rolling pin']",4
animals,"['chameleon', 'koala', 'fig', 'penguin', 'baster', 'otter']",4
vehicles,"['tagalog', 'mango', 'harp', 'jeep']",1
languages,"['convertible', 'measuring cup', 'rambutan', 'lion', 'finnish']",1
utensils,"['grater', 'hindi', 'spatula', 'bulldozer', 'bus', 'meat tenderizer', 'cello']",3
utensils,"['punjabi', 'date', 'korean', 'bagpipe']",0
fruits,"['date', 'kiwi', 'zester', 'trolley']",2
languages,"['turkish', 'xylophone', 'rambutan', 'banana']",1
languages,"['subway', 'hebrew', 'melon', 'korean']",2
utensils,"['ladle', 'hungarian', 'vietnamese', 'paring knife', 'finnish']",2
utensils,"['cleaver', 'bengali', 'cherry', 'masher', 'strainer', 'badger']",3
fruits,"['orange', 'punjabi', 'paring knife', 'elephant', 'clarinet']",1
musical instruments,"['ladle', 'violin', 'kangaroo', 'minivan', 'bus']",1
fruits,"['chameleon', 'trumpet', 'pear', 'bagpipe']",1
languages,"['mandolin', 'grape', 'lute', 'paring knife']",0
utensils,"['baster', 'tram', 'peeler', 'masher', 'arabic']",3
musical instruments,"['cello', 'xylophone', 'peeler', 'giraffe']",2
utensils,"['ferry', 'zester', 'rice paddle', 'baster', 'gondola', 'cleaver']",4
languages,"['strainer', 'dolphin', 'bulldozer', 'sitar']",0
animals,"['clarinet', 'grape', 'zester', 'kiwi']",0
fruits,"['melon', 'zester', 'harp', 'lion', 'guava', 'fig', 'pear', 'buffalo']",4
fruits,"['apricot', 'kiwi', 'guava', 'baster', 'plum']",4
languages,"['turkish', 'yoruba', 'kangaroo', 'arabic', 'tongs', 'lute', 'pear']",3
utensils,"['raccoon', 'oboe', 'cherry', 'xylophone', 'tongs', 'meat tenderizer', 'whisk']",3
languages,"['subway', 'turkish', 'swahili', 'convertible']",2
musical instruments,"['bagpipe', 'clarinet', 'kiwi', 'whisk', 'lute', 'pear', 'giraffe', 'trombone']",4
languages,"['thai', 'hungarian', 'vietnamese', 'bus', 'peach']",3
animals,"['cleaver', 'marimba', 'gorilla', 'mango', 'mandarin']",1
animals,"['bagpipe', 'van', 'clarinet', 'trolley', 'lion']",1
utensils,"['cello', 'masher', 'spatula', 'colander']",3
fruits,"['papaya', 'gondola', 'vietnamese', 'raccoon', 'banjo']",1
vehicles,"['hungarian', 'swahili', 'subway', 'czech', 'banjo', 'bulldozer', 'minivan']",3
musical instruments,"['korean', 'jeep', 'raccoon', 'ferry']",0
fruits,"['peach', 'panther', 'tambourine', 'turkish', 'pear']",2
animals,"['badger', 'clarinet', 'whisk', 'hungarian', 'panther', 'rolling pin']",2
utensils,"['cleaver', 'baster', 'meat tenderizer', 'rolling pin', 'mandolin']",4
animals,"['trolley', 'elephant', 'sloth', 'norwegian', 'clarinet']",2
utensils,"['spatula', 'measuring cup', 'plum', 'paring knife']",3
utensils,"['trumpet', 'ferry', 'guava', 'fig']",0
fruits,"['peeler', 'hindi', 'papaya', 'scooter', 'baster']",1
utensils,"['gorilla', 'tuba', 'ladle', 'van', 'motorcycle']",1
utensils,"['rolling pin', 'orange', 'guava', 'clarinet']",1
utensils,"['rice paddle', 'lute', 'meat tenderizer', 'pomegranate', 'spatula', 'giraffe', 'piccolo']",3
utensils,"['grape', 'norwegian', 'bus', 'apricot']",0
fruits,"['papaya', 'pear', 'lychee', 'fig']",4
animals,"['baster', 'czech', 'pear', 'convertible']",0
vehicles,"['bassoon', 'elephant', 'cleaver', 'mandoline']",0
utensils,"['rice paddle', 'whisk', 'masher', 'alpaca', 'bassoon', 'cleaver']",4
languages,"['vietnamese', 'oboe', 'lute', 'melon', 'arabic', 'turkish', 'norwegian']",4
vehicles,"['greek', 'van', 'sedan', 'bagpipe']",2
musical instruments,"['marimba', 'bassoon', 'paring knife', 'gondola', 'lion', 'convertible']",2
utensils,"['papaya', 'accordion', 'maori', 'czech']",0
languages,"['apple', 'thai', 'bengali', 'yoruba', 'tagalog']",4
vehicles,"['sedan', 'piccolo', 'peeler', 'turkish']",1
animals,"['meat tenderizer', 'sitar', 'buffalo', 'giraffe', 'chameleon', 'lion', 'motorcycle']",4
utensils,"['mango', 'sitar', 'yoruba', 'skimmer', 'baster', 'ambulance']",2
animals,"['lion', 'giraffe', 'bus', 'oboe']",2
musical instruments,"['hyena', 'arabic', 'punjabi', 'cello', 'spaceship']",1
vehicles,"['bicycle', 'norwegian', 'rolling pin', 'spatula', 'truck', 'trumpet']",2
languages,"['czech', 'kangaroo', 'peeler', 'minivan', 'mandarin']",2
musical instruments,"['lute', 'jeep', 'xylophone', 'punjabi']",2
vehicles,"['truck', 'mandarin', 'grater', 'whisk', 'tuba']",1
fruits,"['kiwi', 'melon', 'guava', 'penguin']",3
utensils,"['rolling pin', 'spatula', 'grater', 'greek', 'cleaver', 'hebrew']",4
languages,"['vietnamese', 'norwegian', 'convertible', 'sloth', 'hebrew', 'korean', 'truck']",4
vehicles,"['harp', 'raccoon', 'hungarian', 'lion']",0
languages,"['arabic', 'mandarin', 'yoruba', 'jaguar']",3
fruits,"['papaya', 'kiwi', 'fig', 'pomegranate', 'alpaca', 'buffalo', 'tambourine']",4
musical instruments,"['kiwi', 'lute', 'grape', 'banana', 'mandolin']",2
fruits,"['kiwi', 'papaya', 'trolley', 'plum', 'lychee']",4
utensils,"['whisk', 'oboe', 'melon', 'ferry']",1
vehicles,"['violin', 'fig', 'sloth', 'xylophone']",0
musical instruments,"['piccolo', 'sloth', 'rice paddle', 'giraffe']",1
languages,"['hebrew', 'vietnamese', 'fig', 'trumpet', 'arabic']",3
vehicles,"['tongs', 'tuba', 'gondola', 'otter']",1
languages,"['yoruba', 'grape', 'korean', 'harp']",2
languages,"['plum', 'marimba', 'papaya', 'buffalo', 'turkish']",1
animals,"['spaceship', 'giraffe', 'walrus', 'truck', 'hyena', 'raccoon']",4
animals,"['otter', 'grape', 'peach', 'hungarian']",1
utensils,"['masher', 'colander', 'baster', 'ferry', 'paring knife']",4
languages,"['buffalo', 'zester', 'hyena', 'maori', 'arabic', 'guava']",2
animals,"['ladle', 'strainer', 'hindi', 'lion']",1
languages,"['banana', 'apple', 'whisk', 'greek', 'orange']",1
musical instruments,"['tuba', 'pear', 'harp', 'banjo', 'clarinet']",4
utensils,"['tongs', 'spatula', 'cherry', 'thai', 'koala']",2
languages,"['finnish', 'walrus', 'kangaroo', 'czech', 'trumpet', 'pear']",2
languages,"['cleaver', 'oboe', 'sloth', 'ferry']",0
animals,"['jaguar', 'kangaroo', 'truck', 'mandarin', 'bagpipe', 'persian']",2
musical instruments,"['marimba', 'tambourine', 'cello', 'trolley', 'arabic']",3
fruits,"['orange', 'accordion', 'finnish', 'mandolin', 'hyena']",1
